source,listing_id,title,location,property_type,bedrooms,bathrooms,size_sqft,price_kes,amenities,listing_url,scrape_date
DiamondTrust,Q0016,4BR House in Kileleshwa,Kileleshwa,House,4,3,2594,64833735,furnished|garden|gym|water,https://example.com/property/16,2026-02-17
BuyRentKenya,R0017,3BR Bungalow in Thika Road,Thika Road,Bungalow,3,3,2411,7608757,,https://example.com/property/17,2026-02-13
PropertyPro,S0018,1BR Apartment in Upper Hill,Upper Hill,Apartment,1,2,559,20000000,,https://example.com/property/18,2026-01-26
BuyRentKenya,T0019,3BR Townhouse in Komarock,Komarock,Townhouse,3,2,1722,8941565,,https://example.com/property/19,2026-02-06
PropertyPro,U0020,4BR House in Kileleshwa,Kileleshwa,House,4,4,3153,53361732,lift|generator|water,https://example.com/property/20,2026-01-24
BuyRentKenya,V0021,4BR Apartment in Ngong,Ngong,Apartment,4,3,1291,33868784,balcony|lift,https://example.com/property/21,2026-02-19
DiamondTrust,W0022,3BR House in Westlands,Westlands,House,3,2,2098,50172402,internet|playground|furnished|garden|security,https://example.com/property/22,2026-02-18
BuyRentKenya,X0023,3BR House in Kasarani,Kasarani,House,3,2,2012,5226681,cctv|balcony,https://example.com/property/23,2026-01-21
PropertyPro,Y0024,2BR Townhouse in Syokimau,Syokimau,Townhouse,2,1,1022,11000566,,https://example.com/property/24,2026-02-10
DiamondTrust,Z0025,3BR House in Westlands,Westlands,House,3,3,2120,47940384,,https://example.com/property/25,2026-01-20
PropertyPro,A0026,2BR House in Kilimani,Kilimani,House,2,1,1184,15000000,internet|water|generator|playground|garden,https://example.com/property/26,2026-02-07
DiamondTrust,B0027,5BR Townhouse in Syokimau,Syokimau,Townhouse,5,4,914,22403389,cctv|balcony,https://example.com/property/27,2026-01-28
BuyRentKenya,C0028,2BR Villa in Karen,Karen,Villa,2,1,1184,38700376,,https://example.com/property/28,2026-02-11
PropertyPro,D0029,3BR Townhouse in Upper Hill,Upper Hill,Townhouse,3,3,1905,92792859,generator|security,https://example.com/property/29,2026-02-03
PropertyPro,E0030,1BR Villa in Lavington,Lavington,Villa,1,2,871,40867759,cctv|security,https://example.com/property/30,2026-02-17
DiamondTrust,F0031,1BR House in Lavington,Lavington,House,1,1,1011,16233627,parking|generator,https://example.com/property/31,2026-02-02
BuyRentKenya,G0032,3BR Apartment in Runda,Runda,Apartment,3,2,1033,191786738,pool|parking|water|playground,https://example.com/property/32,2026-02-06
BuyRentKenya,H0033,4BR Townhouse in Donholm,Donholm,Townhouse,4,4,1722,14204374,generator|cctv,https://example.com/property/33,2026-02-12
PropertyPro,I0034,2BR Villa in Embakasi,Embakasi,Villa,2,2,893,9004448,furnished|garden|balcony,https://example.com/property/34,2026-01-21
DiamondTrust,J0035,3BR Villa in Lavington,Lavington,Villa,3,3,2454,51113163,,https://example.com/property/35,2026-02-06
DiamondTrust,K0036,5BR Townhouse in Kasarani,Kasarani,Townhouse,5,4,1248,24000000,playground|pool|lift,https://example.com/property/36,2026-01-22
DiamondTrust,L0037,3BR House in Kasarani,Kasarani,House,3,2,1679,5620177,generator|water|garden|security|playground,https://example.com/property/37,2026-01-25
BuyRentKenya,M0038,4BR House in Karen,Karen,House,4,3,2486,51146660,,https://example.com/property/38,2026-01-30
BuyRentKenya,N0039,1BR House in Buruburu,Buruburu,House,1,1,1151,6098474,,https://example.com/property/39,2026-01-30
BuyRentKenya,O0040,2BR Townhouse in Buruburu,Buruburu,Townhouse,2,2,1205,12229333,,https://example.com/property/40,2026-02-13
BuyRentKenya,P0041,2BR Townhouse in Kilimani,Kilimani,Townhouse,2,1,1173,31790203,,https://example.com/property/41,2026-02-07
DiamondTrust,Q0042,2BR Villa in Buruburu,Buruburu,Villa,2,2,1151,10474361,cctv|pool|security|water|garden,https://example.com/property/42,2026-02-02
BuyRentKenya,R0043,4BR Apartment in Karen,Karen,Apartment,4,3,1528,174836188,balcony|furnished|gym|cctv,https://example.com/property/43,2026-01-24
BuyRentKenya,S0044,4BR Bungalow in Runda,Runda,Bungalow,4,4,3659,225860919,,https://example.com/property/44,2026-01-22
BuyRentKenya,T0045,3BR Apartment in Parklands,Parklands,Apartment,3,3,1097,11873495,garden|pool|furnished|cctv|internet,https://example.com/property/45,2026-02-11
DiamondTrust,U0046,2BR House in Parklands,Parklands,House,2,2,1140,22519569,generator|pool,https://example.com/property/46,2026-02-01
DiamondTrust,V0047,1BR Townhouse in Buruburu,Buruburu,Townhouse,1,2,968,7148476,,https://example.com/property/47,2026-02-17
PropertyPro,W0048,3BR House in Syokimau,Syokimau,House,3,3,2152,6487957,lift|parking|furnished,https://example.com/property/48,2026-01-31
BuyRentKenya,X0049,4BR House in Thika Road,Thika Road,House,4,4,2518,4601530,,https://example.com/property/49,2026-02-13
BuyRentKenya,Y0050,1BR House in Kasarani,Kasarani,House,1,1,1184,5831540,parking|lift,https://example.com/property/50,2026-02-02
DiamondTrust,Z0051,2BR Bungalow in Embakasi,Embakasi,Bungalow,2,2,1431,3665063,,https://example.com/property/51,2026-02-05
DiamondTrust,A0052,3BR Apartment in Kileleshwa,Kileleshwa,Apartment,3,2,1173,42347946,water|playground|balcony,https://example.com/property/52,2026-02-11
DiamondTrust,B0053,4BR Bungalow in Kileleshwa,Kileleshwa,Bungalow,4,3,3358,59919072,security|pool|water,https://example.com/property/53,2026-01-20
PropertyPro,C0054,5BR House in Thika Road,Thika Road,House,5,4,3670,15592407,lift|balcony|cctv|water|pool,https://example.com/property/54,2026-02-01
DiamondTrust,D0055,2BR Apartment in Kitengela,Kitengela,Apartment,2,2,871,4270377,generator|security|parking,https://example.com/property/55,2026-02-17
PropertyPro,E0056,2BR Villa in Runda,Runda,Villa,2,2,1270,99075982,parking|security,https://example.com/property/56,2026-01-31
BuyRentKenya,F0057,4BR Apartment in Karen,Karen,Apartment,4,3,1388,123650821,lift|security|furnished|water|garden,https://example.com/property/57,2026-02-06
DiamondTrust,G0058,3BR Bungalow in Buruburu,Buruburu,Bungalow,3,2,1872,4753201,water|generator,https://example.com/property/58,2026-02-02
BuyRentKenya,H0059,3BR House in Parklands,Parklands,House,3,2,1819,13832913,balcony|water|pool,https://example.com/property/59,2026-02-05
DiamondTrust,I0060,3BR House in Ongata Rongai,Ongata Rongai,House,3,2,1808,5427388,water|security|parking|internet|playground,https://example.com/property/60,2026-01-26
DiamondTrust,J0061,4BR Townhouse in Ngong,Ngong,Townhouse,4,4,2389,20824379,furnished|security|balcony|gym,https://example.com/property/61,2026-02-17
PropertyPro,K0062,2BR Villa in Kileleshwa,Kileleshwa,Villa,2,2,1108,33506001,pool|furnished|balcony,https://example.com/property/62,2026-02-12
PropertyPro,L0063,5BR Villa in Karen,Karen,Villa,5,5,5091,76488976,lift|water|security|garden,https://example.com/property/63,2026-02-05
BuyRentKenya,M0064,2BR Apartment in Kilimani,Kilimani,Apartment,2,1,742,17531796,generator|water|gym,https://example.com/property/64,2026-01-30
DiamondTrust,N0065,2BR Townhouse in Runda,Runda,Townhouse,2,1,1237,125256198,furnished|balcony|parking|lift|cctv,https://example.com/property/65,2026-01-27
DiamondTrust,O0066,5BR House in Parklands,Parklands,House,5,4,3745,47158509,gym|parking,https://example.com/property/66,2026-02-08
BuyRentKenya,P0067,2BR Bungalow in Buruburu,Buruburu,Bungalow,2,2,1463,10818308,,https://example.com/property/67,2026-02-16
PropertyPro,Q0068,2BR Apartment in Donholm,Donholm,Apartment,2,1,979,9258995,internet|parking|cctv,https://example.com/property/68,2026-02-13
DiamondTrust,R0069,2BR Villa in Komarock,Komarock,Villa,2,1,893,13630415,balcony|garden,https://example.com/property/69,2026-02-09
BuyRentKenya,S0070,2BR Townhouse in Kasarani,Kasarani,Townhouse,2,1,1033,10210126,,https://example.com/property/70,2026-02-11
BuyRentKenya,T0071,2BR Bungalow in Lavington,Lavington,Bungalow,2,2,1560,29438492,cctv|balcony|lift|gym,https://example.com/property/71,2026-02-10
BuyRentKenya,U0072,1BR Apartment in Langata,Langata,Apartment,1,2,538,12153591,lift|playground,https://example.com/property/72,2026-01-31
PropertyPro,V0073,2BR House in Westlands,Westlands,House,2,1,1496,63206761,pool|security|internet,https://example.com/property/73,2026-02-04
PropertyPro,W0074,1BR Bungalow in Parklands,Parklands,Bungalow,1,1,882,12326640,garden|playground|pool|parking,https://example.com/property/74,2026-02-03
PropertyPro,X0075,3BR Villa in Kitengela,Kitengela,Villa,3,2,2400,10180029,cctv|water|furnished,https://example.com/property/75,2026-02-06
PropertyPro,Y0076,5BR Bungalow in Kileleshwa,Kileleshwa,Bungalow,5,4,1216,57774002,cctv|lift|parking|water|pool,https://example.com/property/76,2026-02-19
DiamondTrust,Z0077,2BR Bungalow in Kileleshwa,Kileleshwa,Bungalow,2,1,1829,21237755,generator|security,https://example.com/property/77,2026-02-11
PropertyPro,A0078,4BR Townhouse in Karen,Karen,Townhouse,4,4,1894,181297129,generator|internet|balcony,https://example.com/property/78,2026-02-13
BuyRentKenya,B0079,3BR Villa in Kileleshwa,Kileleshwa,Villa,3,2,2809,20848073,,https://example.com/property/79,2026-01-23
PropertyPro,C0080,4BR House in Karen,Karen,House,4,4,2615,191068052,,https://example.com/property/80,2026-02-10
BuyRentKenya,D0081,2BR Townhouse in Upper Hill,Upper Hill,Townhouse,2,1,1001,48283379,,https://example.com/property/81,2026-02-14
DiamondTrust,E0082,5BR House in Ongata Rongai,Ongata Rongai,House,5,4,4327,21698833,cctv|generator|water,https://example.com/property/82,2026-02-15
BuyRentKenya,F0083,3BR Apartment in Kitengela,Kitengela,Apartment,3,2,1097,14159719,,https://example.com/property/83,2026-02-17
PropertyPro,G0084,4BR Townhouse in Kilimani,Kilimani,Townhouse,4,4,2120,35915365,,https://example.com/property/84,2026-01-27
DiamondTrust,H0085,3BR Apartment in Langata,Langata,Apartment,3,3,1162,15604365,furnished|pool|internet,https://example.com/property/85,2026-02-02
BuyRentKenya,I0086,2BR Townhouse in Thika Road,Thika Road,Townhouse,2,1,1205,9325489,,https://example.com/property/86,2026-02-14
BuyRentKenya,J0087,4BR Villa in Embakasi,Embakasi,Villa,4,3,4402,9287928,water|cctv|lift,https://example.com/property/87,2026-02-19
PropertyPro,K0088,3BR Townhouse in Upper Hill,Upper Hill,Townhouse,3,2,1733,28347075,,https://example.com/property/88,2026-02-08
DiamondTrust,L0089,4BR Bungalow in Karen,Karen,Bungalow,4,3,3627,92359116,,https://example.com/property/89,2026-01-28
PropertyPro,M0090,2BR Townhouse in Kitengela,Kitengela,Townhouse,2,2,1270,4680052,,https://example.com/property/90,2026-02-12
DiamondTrust,N0091,2BR Villa in Kilimani,Kilimani,Villa,2,2,1022,27858202,playground|generator|garden|pool,https://example.com/property/91,2026-01-30
BuyRentKenya,O0092,4BR House in Komarock,Komarock,House,4,4,2960,12195392,,https://example.com/property/92,2026-02-01
DiamondTrust,P0093,2BR Townhouse in Kasarani,Kasarani,Townhouse,2,2,871,8433525,,https://example.com/property/93,2026-01-21
BuyRentKenya,Q0094,3BR Townhouse in Runda,Runda,Townhouse,3,3,1431,47944282,generator|parking|security,https://example.com/property/94,2026-01-23
DiamondTrust,R0095,2BR Apartment in Ngong,Ngong,Apartment,2,2,828,23934761,gym|water|security|cctv|generator,https://example.com/property/95,2026-02-11
PropertyPro,S0096,2BR Villa in Thika Road,Thika Road,Villa,2,2,947,4029986,balcony|generator,https://example.com/property/96,2026-02-16
PropertyPro,T0097,3BR House in Komarock,Komarock,House,3,2,1819,4022322,generator|water|playground|security|lift,https://example.com/property/97,2026-02-09
PropertyPro,U0098,4BR Apartment in Langata,Langata,Apartment,4,4,1334,38215916,balcony|generator|pool|cctv|lift,https://example.com/property/98,2026-01-29
PropertyPro,V0099,4BR Bungalow in Komarock,Komarock,Bungalow,4,4,3089,13647825,,https://example.com/property/99,2026-02-15
DiamondTrust,W0100,3BR House in Runda,Runda,House,3,2,2152,143784043,balcony|playground,https://example.com/property/100,2026-01-26
PropertyPro,X0101,4BR Villa in Kitengela,Kitengela,Villa,4,3,3907,8308802,,https://example.com/property/101,2026-01-28
DiamondTrust,Y0102,3BR House in Kilimani,Kilimani,House,3,3,2271,21134512,gym|security|playground|generator|garden,https://example.com/property/102,2026-02-01
PropertyPro,Z0103,2BR Bungalow in Ongata Rongai,Ongata Rongai,Bungalow,2,2,1926,7592809,,https://example.com/property/103,2026-01-21
DiamondTrust,A0104,1BR Apartment in Komarock,Komarock,Apartment,1,1,495,4619812,,https://example.com/property/104,2026-02-12
PropertyPro,B0105,4BR Townhouse in Syokimau,Syokimau,Townhouse,4,3,2163,12606963,,https://example.com/property/105,2026-01-24
DiamondTrust,C0106,3BR Villa in Embakasi,Embakasi,Villa,3,2,2604,8034830,,https://example.com/property/106,2026-02-11
BuyRentKenya,D0107,3BR Villa in Syokimau,Syokimau,Villa,3,2,2195,10806079,cctv|internet|lift,https://example.com/property/107,2026-02-18
BuyRentKenya,E0108,4BR Villa in Komarock,Komarock,Villa,4,4,3530,7187581,pool|furnished,https://example.com/property/108,2026-02-01
PropertyPro,F0109,3BR Townhouse in Komarock,Komarock,Townhouse,3,2,1743,9475058,,https://example.com/property/109,2026-01-24
BuyRentKenya,G0110,3BR Bungalow in Langata,Langata,Bungalow,3,3,2217,14433408,,https://example.com/property/110,2026-02-09
PropertyPro,H0111,3BR Bungalow in Kilimani,Kilimani,Bungalow,3,3,2152,42466545,generator|parking|security,https://example.com/property/111,2026-01-22
DiamondTrust,I0112,1BR Apartment in Runda,Runda,Apartment,1,2,452,92249722,,https://example.com/property/112,2026-02-08
DiamondTrust,J0113,2BR Villa in Kileleshwa,Kileleshwa,Villa,2,1,1259,13442854,balcony|parking,https://example.com/property/113,2026-01-29
DiamondTrust,K0114,2BR Villa in Komarock,Komarock,Villa,2,1,1044,10592008,,https://example.com/property/114,2026-02-14
DiamondTrust,L0115,2BR Townhouse in Thika Road,Thika Road,Townhouse,2,2,861,10521351,internet|cctv|parking,https://example.com/property/115,2026-02-17
DiamondTrust,M0116,2BR Apartment in Buruburu,Buruburu,Apartment,2,2,968,12532155,,https://example.com/property/116,2026-01-31
PropertyPro,N0117,1BR Townhouse in Donholm,Donholm,Townhouse,1,2,1184,4109984,lift|pool,https://example.com/property/117,2026-01-25
BuyRentKenya,O0118,2BR Villa in Langata,Langata,Villa,2,1,904,28744797,furnished|gym|security,https://example.com/property/118,2026-02-05
PropertyPro,P0119,2BR Bungalow in Thika Road,Thika Road,Bungalow,2,1,1345,3176250,,https://example.com/property/119,2026-02-09
DiamondTrust,Q0120,3BR House in Karen,Karen,House,3,2,1679,106707695,,https://example.com/property/120,2026-01-22
PropertyPro,R0121,4BR Townhouse in Westlands,Westlands,Townhouse,4,4,1743,103752052,gym|generator|water|furnished,https://example.com/property/121,2026-02-05
BuyRentKenya,S0122,3BR House in Thika Road,Thika Road,House,3,2,1776,6902896,internet|garden,https://example.com/property/122,2026-01-25
PropertyPro,T0123,4BR Townhouse in Embakasi,Embakasi,Townhouse,4,4,2228,11039695,,https://example.com/property/123,2026-02-01
DiamondTrust,U0124,2BR Townhouse in Parklands,Parklands,Townhouse,2,1,1259,17429920,playground|garden|balcony|pool,https://example.com/property/124,2026-02-16
BuyRentKenya,V0125,2BR Bungalow in Buruburu,Buruburu,Bungalow,2,2,1840,12467291,balcony|pool|furnished,https://example.com/property/125,2026-01-24
DiamondTrust,W0126,4BR Apartment in Kasarani,Kasarani,Apartment,4,4,1894,5768316,balcony|generator|water|gym|cctv,https://example.com/property/126,2026-01-23
PropertyPro,X0127,2BR Townhouse in Kitengela,Kitengela,Townhouse,2,2,1205,14246119,garden|pool,https://example.com/property/127,2026-02-17
DiamondTrust,Y0128,1BR Apartment in Kitengela,Kitengela,Apartment,1,1,505,6191887,garden|playground,https://example.com/property/128,2026-02-17
PropertyPro,Z0129,2BR Villa in Ngong,Ngong,Villa,2,1,925,9247922,,https://example.com/property/129,2026-02-01
DiamondTrust,A0130,2BR House in Kitengela,Kitengela,House,2,2,1399,14905415,internet|pool|gym,https://example.com/property/130,2026-02-15
DiamondTrust,B0131,2BR House in Upper Hill,Upper Hill,House,2,1,1237,37936358,,https://example.com/property/131,2026-02-03
DiamondTrust,C0132,4BR Apartment in Westlands,Westlands,Apartment,4,4,1797,31433717,internet|balcony|cctv|lift|furnished,https://example.com/property/132,2026-01-30
DiamondTrust,D0133,3BR Apartment in Ngong,Ngong,Apartment,3,3,1334,8018055,,https://example.com/property/133,2026-02-12
DiamondTrust,E0134,4BR House in Lavington,Lavington,House,4,3,2906,34652599,,https://example.com/property/134,2026-01-23
DiamondTrust,F0135,4BR Villa in Thika Road,Thika Road,Villa,4,4,4488,4207506,,https://example.com/property/135,2026-02-09
DiamondTrust,G0136,3BR Villa in Ngong,Ngong,Villa,3,2,2540,6776616,balcony|internet|water,https://example.com/property/136,2026-01-30
PropertyPro,H0137,3BR Apartment in Embakasi,Embakasi,Apartment,3,3,1130,9465722,security|playground|balcony,https://example.com/property/137,2026-02-02
DiamondTrust,I0138,3BR Apartment in Komarock,Komarock,Apartment,3,3,1291,17981294,furnished|parking,https://example.com/property/138,2026-02-08
PropertyPro,J0139,3BR Apartment in Langata,Langata,Apartment,3,2,1453,28013838,gym|parking|pool|cctv,https://example.com/property/139,2026-01-30
DiamondTrust,K0140,2BR Townhouse in Komarock,Komarock,Townhouse,2,1,1184,7787244,pool|balcony|parking,https://example.com/property/140,2026-01-25
DiamondTrust,L0141,4BR Villa in Upper Hill,Upper Hill,Villa,4,4,3444,98437393,,https://example.com/property/141,2026-01-23
PropertyPro,M0142,3BR Villa in Kitengela,Kitengela,Villa,3,2,2712,6297894,generator|gym,https://example.com/property/142,2026-02-07
DiamondTrust,N0143,2BR House in Komarock,Komarock,House,2,2,1076,10290707,,https://example.com/property/143,2026-01-26
BuyRentKenya,O0144,3BR Townhouse in Langata,Langata,Townhouse,3,2,1388,10378165,parking|security,https://example.com/property/144,2026-01-31
DiamondTrust,P0145,2BR Townhouse in Westlands,Westlands,Townhouse,2,1,936,66877804,internet|furnished|parking|garden,https://example.com/property/145,2026-01-30
PropertyPro,Q0146,2BR Townhouse in Buruburu,Buruburu,Townhouse,2,2,1140,9828246,,https://example.com/property/146,2026-02-18
DiamondTrust,R0147,1BR Apartment in Ngong,Ngong,Apartment,1,2,602,16875609,garden|furnished,https://example.com/property/147,2026-02-13
PropertyPro,S0148,3BR Apartment in Buruburu,Buruburu,Apartment,3,2,1474,7485273,playground|pool,https://example.com/property/148,2026-02-09
PropertyPro,T0149,3BR Bungalow in Runda,Runda,Bungalow,3,2,2475,57007707,cctv|furnished,https://example.com/property/149,2026-02-13
BuyRentKenya,U0150,1BR Townhouse in Ngong,Ngong,Townhouse,1,2,979,15479158,balcony|gym|pool|furnished,https://example.com/property/150,2026-02-02
DiamondTrust,V0151,3BR Villa in Parklands,Parklands,Villa,3,2,2809,22843370,,https://example.com/property/151,2026-02-12
BuyRentKenya,W0152,3BR Villa in Donholm,Donholm,Villa,3,3,3207,5365217,,https://example.com/property/152,2026-02-01
BuyRentKenya,X0153,2BR House in Syokimau,Syokimau,House,2,1,1194,13220860,garden|generator|parking,https://example.com/property/153,2026-02-09
BuyRentKenya,Y0154,2BR Townhouse in Embakasi,Embakasi,Townhouse,2,1,1151,5241024,furnished|balcony|gym|water,https://example.com/property/154,2026-02-14
DiamondTrust,Z0155,3BR House in Lavington,Lavington,House,3,3,1754,42117079,balcony|internet|pool,https://example.com/property/155,2026-01-22
PropertyPro,A0156,2BR House in Kasarani,Kasarani,House,2,1,1496,4143248,,https://example.com/property/156,2026-02-04
DiamondTrust,B0157,1BR Townhouse in Kitengela,Kitengela,Townhouse,1,1,1205,4000000,generator|internet|playground|gym,https://example.com/property/157,2026-02-19
BuyRentKenya,C0158,3BR Apartment in Syokimau,Syokimau,Apartment,3,3,1248,13830528,security|furnished|pool|cctv,https://example.com/property/158,2026-01-29
BuyRentKenya,D0159,2BR Apartment in Syokimau,Syokimau,Apartment,2,2,785,11634148,internet|furnished|balcony|generator|pool,https://example.com/property/159,2026-02-05
PropertyPro,E0160,3BR House in Komarock,Komarock,House,3,3,2034,8844293,,https://example.com/property/160,2026-02-01
BuyRentKenya,F0161,3BR House in Parklands,Parklands,House,3,3,1743,23532712,lift|cctv|garden|furnished,https://example.com/property/161,2026-01-21
BuyRentKenya,G0162,2BR Apartment in Buruburu,Buruburu,Apartment,2,2,979,3000000,lift|parking,https://example.com/property/162,2026-01-21
PropertyPro,H0163,5BR Apartment in Kilimani,Kilimani,Apartment,5,4,1087,65839270,,https://example.com/property/163,2026-01-31
BuyRentKenya,I0164,3BR House in Runda,Runda,House,3,3,1883,48769025,,https://example.com/property/164,2026-01-23
PropertyPro,J0165,2BR Townhouse in Embakasi,Embakasi,Townhouse,2,2,1130,3125102,furnished|lift,https://example.com/property/165,2026-02-04
DiamondTrust,K0166,4BR Apartment in Karen,Karen,Apartment,4,4,1431,56888220,security|balcony|gym|garden|parking,https://example.com/property/166,2026-01-30
PropertyPro,L0167,5BR Bungalow in Ongata Rongai,Ongata Rongai,Bungalow,5,5,1237,26529256,,https://example.com/property/167,2026-01-30
DiamondTrust,M0168,4BR Bungalow in Kitengela,Kitengela,Bungalow,4,3,3519,23596725,,https://example.com/property/168,2026-01-28
PropertyPro,N0169,3BR Apartment in Embakasi,Embakasi,Apartment,3,2,1162,9619139,parking|gym,https://example.com/property/169,2026-02-07
BuyRentKenya,O0170,2BR Townhouse in Kileleshwa,Kileleshwa,Townhouse,2,1,1205,30202786,,https://example.com/property/170,2026-01-28
BuyRentKenya,P0171,2BR Townhouse in Thika Road,Thika Road,Townhouse,2,1,1216,12351855,playground|generator|lift|gym|internet,https://example.com/property/171,2026-02-13
BuyRentKenya,Q0172,1BR Bungalow in Kileleshwa,Kileleshwa,Bungalow,1,1,893,12000000,garden|furnished|generator|internet,https://example.com/property/172,2026-02-07
PropertyPro,R0173,2BR Bungalow in Komarock,Komarock,Bungalow,2,1,1862,14735746,,https://example.com/property/173,2026-01-21
DiamondTrust,S0174,3BR Bungalow in Komarock,Komarock,Bungalow,3,2,1808,15306849,garden|water|security|playground,https://example.com/property/174,2026-02-10
PropertyPro,T0175,4BR House in Upper Hill,Upper Hill,House,4,3,2960,38984563,cctv|balcony|pool,https://example.com/property/175,2026-02-15
BuyRentKenya,U0176,3BR Townhouse in Kasarani,Kasarani,Townhouse,3,3,1862,14947621,garden|lift|balcony|water|cctv,https://example.com/property/176,2026-01-28
BuyRentKenya,V0177,1BR Townhouse in Kasarani,Kasarani,Townhouse,1,2,947,8874551,parking|lift|security,https://example.com/property/177,2026-02-18
PropertyPro,W0178,2BR House in Kitengela,Kitengela,House,2,1,1194,6215718,playground|garden,https://example.com/property/178,2026-02-11
BuyRentKenya,X0179,2BR Villa in Kilimani,Kilimani,Villa,2,1,904,46550169,parking|furnished|internet,https://example.com/property/179,2026-01-29
PropertyPro,Y0180,3BR Villa in Embakasi,Embakasi,Villa,3,2,2357,10929313,,https://example.com/property/180,2026-01-20
BuyRentKenya,Z0181,3BR House in Runda,Runda,House,3,3,2260,151396338,,https://example.com/property/181,2026-01-26
DiamondTrust,A0182,3BR Apartment in Kasarani,Kasarani,Apartment,3,2,1345,3757499,cctv|furnished|playground|internet|security,https://example.com/property/182,2026-02-08
BuyRentKenya,B0183,5BR House in Donholm,Donholm,House,5,4,3121,8569135,,https://example.com/property/183,2026-02-12
DiamondTrust,C0184,2BR Apartment in Ongata Rongai,Ongata Rongai,Apartment,2,2,904,10439140,,https://example.com/property/184,2026-02-05
BuyRentKenya,D0185,4BR Villa in Kitengela,Kitengela,Villa,4,4,3132,13266420,security|parking,https://example.com/property/185,2026-02-15
BuyRentKenya,E0186,4BR Bungalow in Langata,Langata,Bungalow,4,3,2701,12217685,,https://example.com/property/186,2026-02-08
DiamondTrust,F0187,2BR House in Kasarani,Kasarani,House,2,1,1140,12952200,,https://example.com/property/187,2026-01-26
PropertyPro,G0188,2BR House in Ngong,Ngong,House,2,2,1420,23347322,lift|furnished|security|balcony,https://example.com/property/188,2026-01-20
PropertyPro,H0189,2BR House in Kilimani,Kilimani,House,2,2,1270,29251744,,https://example.com/property/189,2026-01-31
BuyRentKenya,I0190,3BR Townhouse in Kileleshwa,Kileleshwa,Townhouse,3,2,1862,25322942,water|cctv|garden,https://example.com/property/190,2026-02-01
PropertyPro,J0191,3BR Bungalow in Syokimau,Syokimau,Bungalow,3,3,2551,14387123,,https://example.com/property/191,2026-01-22
BuyRentKenya,K0192,3BR Apartment in Donholm,Donholm,Apartment,3,3,1280,9767762,water|security|lift|furnished,https://example.com/property/192,2026-01-31
BuyRentKenya,L0193,2BR Villa in Thika Road,Thika Road,Villa,2,2,1076,4113043,,https://example.com/property/193,2026-02-01
DiamondTrust,M0194,3BR Villa in Parklands,Parklands,Villa,3,3,2615,10194718,furnished|water,https://example.com/property/194,2026-01-29
BuyRentKenya,N0195,3BR House in Embakasi,Embakasi,House,3,3,2303,5695062,cctv|security|water|lift,https://example.com/property/195,2026-02-08
PropertyPro,O0196,2BR House in Kasarani,Kasarani,House,2,2,1184,3793657,,https://example.com/property/196,2026-01-26
BuyRentKenya,P0197,4BR Villa in Kilimani,Kilimani,Villa,4,3,4068,71812610,,https://example.com/property/197,2026-02-06
DiamondTrust,Q0198,2BR Bungalow in Lavington,Lavington,Bungalow,2,2,1776,20832883,gym|garden|water,https://example.com/property/198,2026-01-26
